ShipmentID,GenericName,CargoUnit,OriginLocationName,OriginCountry,OriginPort,OriginPortCode,DestinationLocationName,DestinationCountry,DestinationPort,DestinationPortCode,Carrier,ModeOfTransport,SecondaryMode,ContainerNumber,BillOfLadingNumber,ETD,ETA,ATD,ATA,FreightTerms,CargoDescription,CargoWeight,CargoVolume,FreightCost,CustomsValue,TrackingNumber,TemperatureCategory,TemperatureRange,PackagingType,QualityRequirements,ComplianceRequirements,QualityMetrics,RiskCategory,InspectionFrequency,MonitoringLevel,InsuranceType,InsuranceCoverage,InsurancePremium,HandlingEquipmentCost,HandlingLaborCost,TotalHandlingCost,CarbonFootprint,CarbonFootprintUnit,RequiredDocuments
SHIP-1E73395E,Albuterol,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL80379,02-12-2024 21:00,09-12-2024 21:00,03-12-2024 04:00,09-12-2024 19:00,CIF,Pharmaceutical Raw Materials - Albuterol,41.11,0.12,127.49,6085.23,YF2502113915447,CRT,20C to 35C,Pallet Box,"['HACCP', 'ISO']","['EMA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9690309345812227}",HIGH,Daily,Continuous,Basic,4868.184,182.56,18.3,9.18,27.48,3.24,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-4C3B2627,Growth Hormone,IU,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL43331,22-01-2025 21:00,24-01-2025 21:00,23-01-2025 05:00,25-01-2025 05:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.03,0.08,DA2502118919921,REF,2C to 8C,Cold Chain Container,"['GMP', 'GDP']","['MHRA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9792502695208332}",LOW,Monthly,Standard,All-Risk,0.12,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-132E8D9A,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL27407,14-04-2023 21:00,18-04-2023 21:00,14-04-2023 09:00,20-04-2023 07:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,55.18,0.3,2664.68,10279.71,LC2502117575901,CRT,20C to 35C,Pallet Box,"['GMP', 'HACCP']","['WHO', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.978155538764789}",HIGH,Daily,Continuous,Premium,12335.652,616.78,24.67,12.72,37.39,220.63,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-D6599A76,Sildenafil,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL72963,28-08-2024 21:00,01-09-2024 21:00,29-08-2024 03:00,01-09-2024 19:00,CIF,Pharmaceutical Raw Materials - Sildenafil,57.8,0.32,2465.94,10850.45,LC2502119284784,CRT,30C to 35C,Plastic Drum,"['GMP', 'HACCP']","['WHO', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9889681010369663}",LOW,Monthly,Standard,Basic,8680.36,217.01,33.11,13.67,46.78,217.54,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-867E88E6,Albuterol,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL49416,09-02-2023 21:00,14-02-2023 21:00,10-02-2023 09:00,15-02-2023 04:00,CIF,Pharmaceutical Raw Materials - Albuterol,34.03,0.19,113.77,4409.17,WE2502119623629,CRT,30C to 35C,Plastic Drum,"['ISO', 'GDP']","['MHRA', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9768891765319431}",LOW,Monthly,Standard,Standard,4409.17,132.28,14.47,6.23,20.7,2.74,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DFAE3671,Lisinopril,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL98855,14-08-2023 21:00,19-08-2023 21:00,14-08-2023 21:00,19-08-2023 16:00,CIF,Pharmaceutical Raw Materials - Lisinopril,59.16,0.24,2352.7,10202.58,UA2502118837751,CRT,15C to 25C,Fiber Drum,"['GDP', 'HACCP']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9979910223838938}",HIGH,Daily,Continuous,Premium,12243.096,612.15,24.31,11.0,35.32,219.28,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-4B3B1715,Sildenafil,g,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL65058,11-03-2023 21:00,14-03-2023 21:00,11-03-2023 19:00,16-03-2023 19:00,DAP,Pharmaceutical Raw Materials - Sildenafil,44.14,0.21,66.98,0.0,S2502117745483,CRT,20C to 35C,Pallet Box,"['ISO', 'HACCP']","['FDA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9677409808764093}",LOW,Monthly,Standard,Standard,66.98,2.01,17.85,9.77,27.62,2.47,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-D344CFE7,Albuterol,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL54422,13-12-2022 21:00,20-12-2022 21:00,13-12-2022 10:00,21-12-2022 10:00,CIF,Pharmaceutical Raw Materials - Albuterol,26.77,0.07,76.6,5087.51,XL2502114861464,CRT,20C to 35C,Pallet Box,"['GMP', 'GDP']","['FDA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9670145091421057}",LOW,Monthly,Standard,Premium,6105.012,203.5,14.91,4.02,18.93,1.73,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-87EDB888,Metformin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL94128,15-06-2023 21:00,19-06-2023 21:00,15-06-2023 11:00,20-06-2023 08:00,CIF,Pharmaceutical Raw Materials - Metformin,97.63,0.49,4526.39,9634.03,LC2502113328275,CRT,20C to 35C,Pallet Box,"['ISO', 'HACCP']","['FDA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9654413551394393}",MEDIUM,Weekly,Enhanced,Basic,7707.224,231.22,53.2,20.72,73.92,441.37,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-28BBB630,Sildenafil,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL50859,04-09-2024 21:00,06-09-2024 21:00,04-09-2024 16:00,07-09-2024 11:00,CIF,Pharmaceutical Raw Materials - Sildenafil,35.98,0.16,1724.21,2283.92,LC2502119441341,CRT,15C to 25C,Cardboard Box,"['HACCP', 'ISO']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9939107822544009}",MEDIUM,Weekly,Enhanced,Premium,2740.704,109.63,15.14,5.58,20.72,154.78,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-EDFBE122,Alpha Interferon,mcg,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL76700,01-10-2024 21:00,06-10-2024 21:00,02-10-2024 08:00,08-10-2024 21:00,DAP,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,S2502115551080,DFZ,-25C to -15C,Cryo Box,"['ISO', 'HACCP']","['WHO', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9757786206018687}",LOW,Monthly,Standard,Basic,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', None]"
SHIP-7C06F626,Lisinopril,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL14429,23-12-2024 21:00,28-12-2024 21:00,24-12-2024 04:00,30-12-2024 13:00,CIF,Pharmaceutical Raw Materials - Lisinopril,44.81,0.26,2045.02,2349.12,ES2502118639852,CRT,30C to 35C,Plastic Drum,"['ISO', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.975388966634743}",HIGH,Daily,Continuous,All-Risk,3523.68,176.18,21.64,10.31,31.94,182.7,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-C9F82758,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL33440,26-03-2022 21:00,29-03-2022 21:00,26-03-2022 12:00,31-03-2022 06:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,106.25,0.62,3971.03,16057.63,DA2502112153214,CRT,30C to 35C,Plastic Drum,"['GMP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9938980906811615}",HIGH,Daily,Continuous,All-Risk,24086.445,1204.32,62.68,19.43,82.11,392.97,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-BCDD1113,Growth Hormone,IU,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL35548,02-12-2024 21:00,07-12-2024 21:00,02-12-2024 23:00,09-12-2024 04:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.02,0.06,DA2502119267807,REF,20C to 35C,Insulated Box,"['ISO', 'HACCP']","['FDA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9697141411465994}",LOW,Monthly,Standard,Standard,0.06,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-5E86AD30,Ibuprofen,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL15354,25-10-2022 21:00,01-11-2022 21:00,25-10-2022 12:00,02-11-2022 04:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,216.1,1.07,781.51,30428.69,YF2502113015742,CRT,20C to 35C,Pallet Box,"['HACCP', 'ISO']","['WHO', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9966460001133415}",MEDIUM,Weekly,Enhanced,Basic,24342.952,730.29,91.49,34.04,125.53,17.11,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-3274AAE9,Ibuprofen,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL35463,30-10-2023 21:00,04-11-2023 21:00,30-10-2023 17:00,05-11-2023 14:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,238.17,1.43,12724.74,33990.41,ES2502119000878,CRT,20C to 35C,Pallet Box,"['GMP', 'ISO']","['WHO', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9543531521204414}",LOW,Monthly,Standard,All-Risk,50985.615,1699.52,112.15,52.26,164.41,1062.62,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-7B31366E,Flu Vaccine,doses,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL76873,08-12-2023 21:00,12-12-2023 21:00,08-12-2023 18:00,14-12-2023 03:00,CIF,Pharmaceutical Raw Materials - Flu Vaccine,0.28,0.0,11.17,40.74,DA2502118658875,FRZ,-25C to -18C,Freezer Container,"['ISO', 'GMP']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.988871532386188}",MEDIUM,Weekly,Enhanced,Premium,48.888,1.96,0.91,0.45,1.36,1.1,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-916409F4,Adalimumab,mg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL58472,23-05-2022 21:00,26-05-2022 21:00,23-05-2022 14:00,27-05-2022 13:00,CIF,Pharmaceutical Raw Materials - Adalimumab,0.01,0.0,0.04,1.67,YF2502112341837,CRT,20C to 35C,Pallet Box,"['GMP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9762710565545133}",HIGH,Daily,Continuous,Standard,1.67,0.08,0.01,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-93FD3E83,Erythropoietin,IU,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL18808,10-03-2023 21:00,14-03-2023 21:00,10-03-2023 13:00,15-03-2023 11:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.05,0.21,FE2502117931707,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['MHRA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9682408007226648}",LOW,Monthly,Standard,All-Risk,0.315,0.01,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DC91D314,COVID-19 Vaccine,doses,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL93923,18-12-2024 21:00,21-12-2024 21:00,19-12-2024 06:00,23-12-2024 15:00,CIF,Pharmaceutical Raw Materials - COVID-19 Vaccine,0.68,0.0,1.91,46.94,YF2502116365444,FRZ,-150C to -196C,Cryogenic Container,"['GMP', 'HACCP']","['MHRA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9899111593250592}",MEDIUM,Weekly,Enhanced,Premium,56.328,2.25,2.49,0.82,3.31,0.05,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-E69C48D7,Rituximab,mg,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL47343,23-02-2022 21:00,28-02-2022 21:00,23-02-2022 20:00,01-03-2022 06:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.02,0.0,0.79,2.5,UA2502118458752,CRT,20C to 35C,Pallet Box,"['GMP', 'GDP']","['EMA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9679888938751732}",HIGH,Daily,Continuous,Standard,2.5,0.11,0.01,0.0,0.01,0.07,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-6F9EAE6D,Growth Hormone,IU,Houston Facility,USA,,USHOU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL54089,12-03-2022 21:00,16-03-2022 21:00,12-03-2022 14:00,17-03-2022 06:00,DAP,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.0,0.0,YF2502112707154,REF,-30C to 30C,Reefer Container,"['HACCP', 'ISO']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9599612265930342}",MEDIUM,Weekly,Enhanced,Standard,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', None]"
SHIP-C2128285,Amoxicillin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL92623,08-06-2024 21:00,15-06-2024 21:00,08-06-2024 13:00,16-06-2024 18:00,CIF,Pharmaceutical Raw Materials - Amoxicillin,110.17,0.33,336.89,12960.21,JH2502111265084,CRT,15C to 25C,Fiber Drum,"['GMP', 'GDP']","['WHO', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9721317071747844}",MEDIUM,Weekly,Enhanced,Basic,10368.168,311.05,59.73,26.89,86.62,8.4,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-8EEDDCF9,Ciprofloxacin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL67641,25-03-2024 21:00,01-04-2024 21:00,25-03-2024 15:00,31-03-2024 22:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,65.05,0.38,251.07,8822.98,JH2502111878188,CRT,20C to 35C,Pallet Box,"['ISO', 'HACCP']","['FDA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9927336302343504}",HIGH,Daily,Continuous,Basic,7058.384,264.69,38.75,10.49,49.24,5.37,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-281AA78C,Atorvastatin,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL13409,23-06-2023 21:00,25-06-2023 21:00,23-06-2023 17:00,26-06-2023 04:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,64.36,0.34,2161.88,5813.31,ES2502119910841,CRT,15C to 25C,Cardboard Box,"['HACCP', 'GMP']","['FDA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9677158788243473}",MEDIUM,Weekly,Enhanced,Basic,4650.648,139.52,26.28,15.98,42.27,214.5,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DB333DA7,Paracetamol,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL22888,21-02-2023 21:00,24-02-2023 21:00,21-02-2023 19:00,25-02-2023 20:00,CIF,Pharmaceutical Raw Materials - Paracetamol,246.81,1.08,12436.72,48671.85,UA2502112149812,CRT,30C to 35C,Plastic Drum,"['ISO', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9723141130536653}",LOW,Monthly,Standard,Standard,48671.85,1460.16,107.12,48.37,155.49,1045.4,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-D8BFEEFB,Aspirin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL57397,13-11-2023 21:00,18-11-2023 21:00,13-11-2023 13:00,18-11-2023 16:00,CIF,Pharmaceutical Raw Materials - Aspirin,99.51,0.35,4188.74,11329.24,UA2502118677622,CRT,30C to 35C,Plastic Drum,"['GMP', 'HACCP']","['EMA', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9599900064758435}",MEDIUM,Weekly,Enhanced,Premium,13595.088,543.8,55.33,17.43,72.76,367.24,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-F02CE511,Lisinopril,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL90821,28-04-2023 21:00,01-05-2023 21:00,28-04-2023 12:00,03-05-2023 17:00,CIF,Pharmaceutical Raw Materials - Lisinopril,76.05,0.21,211.7,9611.18,WE2502115442539,CRT,30C to 35C,Plastic Drum,"['GDP', 'GMP']","['EMA', 'WHO']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9569589490632071}",LOW,Monthly,Standard,Standard,9611.18,288.34,34.94,14.87,49.81,4.84,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-067CC964,Erythropoietin,IU,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL39884,04-12-2022 21:00,06-12-2022 21:00,05-12-2022 06:00,07-12-2022 18:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.04,0.18,ES2502115840837,CRT,30C to 35C,Plastic Drum,"['GMP', 'GDP']","['EMA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9992475154221088}",HIGH,Daily,Continuous,Premium,0.216,0.01,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DF767D12,Lisinopril,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL31868,16-10-2022 21:00,19-10-2022 21:00,16-10-2022 22:00,19-10-2022 12:00,CIF,Pharmaceutical Raw Materials - Lisinopril,80.75,0.37,236.22,11133.47,S2502117230042,CRT,30C to 35C,Plastic Drum,"['HACCP', 'ISO']","['WHO', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9621855275892165}",HIGH,Daily,Continuous,Basic,8906.776,334.0,40.3,18.55,58.85,5.9,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-0205F9FE,Erythropoietin,IU,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL46523,01-12-2022 21:00,08-12-2022 21:00,02-12-2022 08:00,09-12-2022 13:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.0,0.13,S2502117737460,CRT,30C to 35C,Plastic Drum,"['HACCP', 'GMP']","['WHO', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9860166017938585}",LOW,Monthly,Standard,All-Risk,0.195,0.01,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-1E23BF56,Ciprofloxacin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL29919,17-05-2022 21:00,22-05-2022 21:00,17-05-2022 19:00,24-05-2022 01:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,116.22,0.28,5649.61,12012.88,LC2502116822603,CRT,15C to 25C,Fiber Drum,"['GMP', 'HACCP']","['FDA', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9929191103732763}",MEDIUM,Weekly,Enhanced,All-Risk,18019.32,720.77,56.45,18.57,75.02,521.78,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-4075F6EE,Paracetamol,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL84463,02-01-2024 21:00,07-01-2024 21:00,02-01-2024 09:00,09-01-2024 08:00,CIF,Pharmaceutical Raw Materials - Paracetamol,116.05,0.31,439.28,7961.39,WE2502111131267,CRT,15C to 25C,Fiber Drum,"['ISO', 'GDP']","['EMA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9728311346052352}",LOW,Monthly,Standard,Premium,9553.668,318.46,46.83,22.17,69.01,10.63,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
